SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE,price_per_sq_ft
Past Sale,Vacant Land,299 Franconia St,San Francisco,CA,94110,399000,,,Bernal Heights,,1750,,0,,,Sold,,,,,399000,2016-03-22,410000,http://www.redfin.com/CA/San-Francisco/299-Franconia-St-94110/home/39982148,San Francisco Association of Realtors (SFARMLS),441359,Park North Real Estate,N,Y,37.7448592,-122.4074019,false,
Past Sale,Single Family Residential,1613 Church St,San Francisco,CA,94131,1368000,2,1,Noe Valley,1125,2495,1900,1,Garage,,Sold,,,,,1368000,2016-03-22,1460000,http://www.redfin.com/CA/San-Francisco/1613-Church-St-94131/home/1769288,San Francisco Association of Realtors (SFARMLS),442279,"Cua, Albert S.",N,Y,37.744847,-122.426463,false,1298
Past Sale,Single Family Residential,26 Valley St,San Francisco,CA,94110,1595000,4,2,Noe Valley,1640,2850,1904,1,Garage,,Sold,,,,2016-03-28,1795000,2016-04-19,1637000,http://www.redfin.com/CA/San-Francisco/26-Valley-St-94110/home/1655953,San Francisco Association of Realtors (SFARMLS),442048,Coldwell Banker,N,Y,37.7448801,-122.4229215,false,998
Past Sale,Single Family Residential,110 Merced Ave,San Francisco,CA,94127,1795000,6,5,Forest Hill Extension,4978,5000,1923,1,Garage,,Sold,,,,2016-05-27,2489000,2016-06-29,2150000,http://www.redfin.com/CA/San-Francisco/110-Merced-Ave-94127/home/1395219,San Francisco Association of Realtors (SFARMLS),439880,"Stangl, Inc.",N,Y,37.7448553,-122.4613951,false,432
Past Sale,Multi-Family (2-4 Unit),344 Precita Ave,San Francisco,CA,94110,995000,,,Bernal Heights,3940,2800,1900,5,,,Sold,,,,,995000,2016-03-15,1350000,http://www.redfin.com/CA/San-Francisco/344-Precita-Ave-94110/home/92907043,San Francisco Association of Realtors (SFARMLS),436317,Ferrigno Real Estate,N,Y,37.7468045,-122.4127398,false,343
Past Sale,Single Family Residential,51 Mirabel Ave,San Francisco,CA,94110,895000,2,1,Bernal Heights,,3197,1900,1,Garage,,Sold,,,,,895000,2015-12-08,1325000,http://www.redfin.com/CA/San-Francisco/51-Mirabel-Ave-94110/home/756858,San Francisco Association of Realtors (SFARMLS),439909,Zephyr Real Estate,N,Y,37.7467309,-122.416518,false,
Past Sale,Condo/Coop,351 27th St,San Francisco,CA,94131,859000,1,1,Noe Valley,1053,,,1,,,Sold,,,,,859000,2016-01-08,970000,http://www.redfin.com/CA/San-Francisco/351-27th-St-94131/home/28889929,San Francisco Association of Realtors (SFARMLS),439903,Ferrigno Real Estate,N,Y,37.7468205,-122.4280226,false,921
Past Sale,Condo/Coop,5140 Diamond Heights Blvd Unit 201A,San Francisco,CA,94131,719000,2,1,Diamond Heights,990,,1972,1,,,Sold,,,,2016-02-24,749000,2016-04-19,700000,http://www.redfin.com/CA/San-Francisco/5140-Diamond-Heights-Blvd-94131/unit-201a/home/102817452,San Francisco Association of Realtors (SFARMLS),441651,Hill & Co.,N,Y,37.7468064,-122.4405401,false,707
Past Sale,Single Family Residential,1315 Diamond St,San Francisco,CA,94131,1695000,3,2,Noe Valley,1550,2177,1940,2,Garage,,Sold,,,,,1695000,2016-03-30,2075000,http://www.redfin.com/CA/San-Francisco/1315-Diamond-St-94131/home/800289,San Francisco Association of Realtors (SFARMLS),442480,"Alain Pinel, REALTORS",N,Y,37.746898,-122.435616,false,1339
Past Sale,Single Family Residential,2124 Great Hwy,San Francisco,CA,94116,1095000,3,2,Outer Parkside,1289,1950,1949,1,Garage,,Sold,,,,,1095000,2016-03-31,1400000,http://www.redfin.com/CA/San-Francisco/2124-Great-Hwy-94116/home/1636665,San Francisco Association of Realtors (SFARMLS),442495,Barbagelata Real Estate,N,Y,37.7467401,-122.5074155,false,1086
Past Sale,Single Family Residential,2174 28th Ave,San Francisco,CA,94116,895000,2,1,Parkside,1300,2996,1940,1,Garage,,Sold,,,,,895000,2016-04-19,1185000,http://www.redfin.com/CA/San-Francisco/2174-28th-Ave-94116/home/1827207,San Francisco Association of Realtors (SFARMLS),444573,Barbagelata Real Estate,N,Y,37.746859,-122.485303,false,912
Past Sale,Condo/Coop,5140 Diamond Heights Blvd #2,San Francisco,CA,94131,,0,1,94131,990,,1972,,,,,,,,,,2016-04-19,700000,http://www.redfin.com/CA/San-Francisco/5140-Diamond-Heights-Blvd-94131/unit-2/home/1721537,,,,N,Y,37.7468064,-122.4405401,,707
Past Sale,Condo/Coop,5140 Diamond Heights Blvd Unit 303A,San Francisco,CA,94131,609000,1,1,Diamond Heights,838,,1972,1,,,Sold,,,,,609000,2016-04-22,647000,http://www.redfin.com/CA/San-Francisco/5140-Diamond-Heights-Blvd-94131/unit-303A/home/1902266,San Francisco Association of Realtors (SFARMLS),444003,Zephyr Real Estate,N,Y,37.7468064,-122.4405401,false,772
Past Sale,Single Family Residential,2122 48th Ave,San Francisco,CA,94116,949000,3,1,Outer Parkside,,3000,1951,1,Garage,,Sold,,,,,949000,2016-05-16,1250000,http://www.redfin.com/CA/San-Francisco/2122-48th-Ave-94116/home/649731,San Francisco Association of Realtors (SFARMLS),443701,Zephyr Real Estate,N,Y,37.746802,-122.506798,false,
Past Sale,Single Family Residential,4339 Cesar Chavez St,San Francisco,CA,94131,1699000,3,2,Noe Valley,2320,3131,1948,1,Garage,,Sold,,,,2016-03-30,1749000,2016-05-19,1660000,http://www.redfin.com/CA/San-Francisco/4339-Cesar-Chavez-St-94131/home/1990637,San Francisco Association of Realtors (SFARMLS),442463,Keller Williams San Francisco,N,Y,37.746861,-122.436819,false,716
Past Sale,Single Family Residential,2179 27th Ave,San Francisco,CA,94116,1199900,3,2,San Francisco County,1400,2997,1940,2,Garage,,Sold,,,,,,2016-06-29,1200000,http://www.redfin.com/CA/San-Francisco/2179-27th-Ave-94116/home/2004255,Bay Area Real Estate Information Services (BAREIS),21608939,Coldwell Banker Residential Brokerage,N,Y,37.746809,-122.484883,false,857
Past Sale,Single Family Residential,80 Edgehill Way,San Francisco,CA,94127,2250000,4,4,Forest Hill Extension,3495,5314,1960,2,Garage,,Sold,,,,2015-11-05,2495000,2015-11-20,2385000,http://www.redfin.com/CA/San-Francisco/80-Edgehill-Way-94127/home/1494439,San Francisco Association of Realtors (SFARMLS),438614,Paragon Real Estate Group,N,Y,37.7424823,-122.460224,false,682
Past Sale,Single Family Residential,1901 Diamond St,San Francisco,CA,94131,2849000,4,3.5,Noe Valley,,3598,1968,2,Garage,,Sold,,,,,2849000,2016-03-24,2850000,http://www.redfin.com/CA/San-Francisco/1901-Diamond-St-94131/home/909033,San Francisco Association of Realtors (SFARMLS),444364,Climb Real Estate,N,Y,37.7424843,-122.4352856,false,
Past Sale,Single Family Residential,2439 14th Ave,San Francisco,CA,94116,1398000,3,2.5,West Portal,1935,,1930,2,Garage,,Sold,,,,,1398000,2016-05-20,1650000,http://www.redfin.com/CA/San-Francisco/2439-14th-Ave-94116/home/1878321,San Francisco Association of Realtors (SFARMLS),444095,Barbagelata Real Estate,N,Y,37.7425179,-122.470536,false,853
Past Sale,Single Family Residential,2445 Funston Ave,San Francisco,CA,94116,1595000,3,3,West Portal,2398,3598,1929,2,Garage,,Sold,,,,,1595000,2016-06-28,1910000,http://www.redfin.com/CA/San-Francisco/2445-Funston-Ave-94116/home/661085,San Francisco Association of Realtors (SFARMLS),446166,Pacific Union International Inc.,N,Y,37.74247,-122.469432,false,796
Past Sale,Single Family Residential,40 Dorantes Ave,San Francisco,CA,94116,2350000,4,2.5,Forest Hill,3288,3123,1927,2,Garage,,Sold,,,,,2350000,2016-06-28,2285000,http://www.redfin.com/CA/San-Francisco/40-Dorantes-Ave-94116/home/2016589,San Francisco Association of Realtors (SFARMLS),444795,Zephyr Real Estate,N,Y,37.746211,-122.463069,false,695
Past Sale,Single Family Residential,404 Gold Mine Dr,SAN FRANCISCO,CA,94131,1495000,4,3,SAN FRANCISCO,2271,2713,1967,2,Garage,,Sold,,,,,1495000,2015-11-20,1555000,http://www.redfin.com/CA/San-Francisco/404-Gold-Mine-Dr-94131/home/1303459,MLSListings Inc. (MLSLI),ML81517186,Sentinel Realty Company,N,Y,37.7392902,-122.4385428,false,685
Past Sale,Single Family Residential,27 Gaviota Way,San Francisco,CA,94127,1497000,3,3,Miraloma Park,2155,,,1,,,Sold,,,,,1497000,2015-12-18,1750000,http://www.redfin.com/CA/San-Francisco/27-Gaviota-Way-94127/home/1509740,San Francisco Association of Realtors (SFARMLS),439771,Sotheby's International Realty,N,Y,37.739232,-122.44758,false,812
Past Sale,Single Family Residential,331 Vicente St,San Francisco,CA,94127,1049000,2,1,West Portal,1450,2495,1929,2,Garage,,Sold,,,,,1049000,2016-03-15,1355000,http://www.redfin.com/CA/San-Francisco/331-Vicente-St-94127/home/1334271,San Francisco Association of Realtors (SFARMLS),441965,Park North Real Estate,N,Y,37.739294,-122.470559,false,934
Past Sale,Single Family Residential,448 Gold Mine Dr,San Francisco,CA,94131,1395000,4,3,Diamond Heights,2200,2935,1968,2,Garage,,Sold,,,,,1395000,2016-01-29,1558000,http://www.redfin.com/CA/San-Francisco/448-Gold-Mine-Dr-94131/home/1441015,San Francisco Association of Realtors (SFARMLS),440504,Pinnacle Properties,N,Y,37.739244,-122.4371,false,708
Past Sale,Single Family Residential,1729 Santiago St,San Francisco,CA,94116,,4,3,94116,2100,,1928,,,,,,,,,,2016-01-12,850000,http://www.redfin.com/CA/San-Francisco/1729-Santiago-St-94116/home/1191134,,,,N,Y,37.744242,-122.485985,,405
Past Sale,Single Family Residential,119 Valley St,San Francisco,CA,94114,3950000,4,3.75,Noe Valley,3439,2850,1900,2,Garage,,Sold,,,,,3950000,2016-02-22,4000000,http://www.redfin.com/CA/San-Francisco/119-Valley-St-94131/home/807508,San Francisco Association of Realtors (SFARMLS),440797,Brown & Co. Real Estate,N,Y,37.744335,-122.425382,false,1163
Past Sale,Condo/Coop,154 28th St #2,San Francisco,CA,94131,2195000,4,2.5,Noe Valley,2494,,2002,1,,,Sold,,,,,2195000,2016-03-31,2460000,http://www.redfin.com/CA/San-Francisco/154-28th-St-94131/unit-2/home/1286111,San Francisco Association of Realtors (SFARMLS),442494,Paragon Real Estate Group,N,Y,37.745593,-122.42597,false,986
Past Sale,Single Family Residential,150 Rutledge St,San Francisco,CA,94110,1395000,3,2,Bernal Heights,1374,1746,,2,Garage,,Sold,,,,,1395000,2016-06-15,1502000,http://www.redfin.com/CA/San-Francisco/150-Rutledge-St-94110/home/1558762,San Francisco Association of Realtors (SFARMLS),444703,Vanguard Properties,N,Y,37.7455515,-122.4070202,false,1093
Past Sale,Single Family Residential,2595 38th Ave,San Francisco,CA,94116,989000,3,2.5,Outer Parkside,2414,1437,1943,1,Garage,,Sold,,,,,989000,2016-01-20,1240000,http://www.redfin.com/CA/San-Francisco/2595-38th-Ave-94116/home/56544204,San Francisco Association of Realtors (SFARMLS),439622,Hastings Realty Group,N,Y,37.738557,-122.496019,false,514
Past Sale,Single Family Residential,280 Dalewood Way,San Francisco,CA,94127,1295000,3,2.5,Sherwood Forest,1941,3297,1966,2,,,Sold,,,,2015-10-01,1395000,2015-11-30,1275000,http://www.redfin.com/CA/San-Francisco/280-Dalewood-Way-94127/home/1750526,San Francisco Association of Realtors (SFARMLS),436432,Parc Pacific Ventures,N,Y,37.738566,-122.458678,false,657
Past Sale,Single Family Residential,2651 15th Ave,SAN FRANCISCO,CA,94127,1129888,2,2,SAN FRANCISCO,2057,3188,1948,1,Garage,,Sold,,,,,1129888,2015-12-03,1500000,http://www.redfin.com/CA/San-Francisco/2651-15th-Ave-94127/home/1494123,MLSListings Inc. (MLSLI),ML81520134,Intero Real Estate Services,N,Y,37.738534,-122.471369,false,729
Past Sale,Single Family Residential,1651 Kirkwood Ave,San Francisco,CA,94124,,,1,94124,1418,,1913,,,,,,,,,,2016-03-22,640000,http://www.redfin.com/CA/San-Francisco/1651-Kirkwood-Ave-94124/home/1950614,,,,N,Y,37.738516,-122.391109,,451
Past Sale,Single Family Residential,365 Banks St,San Francisco,CA,94110,,,1,94110,1120,,1909,,,,,,,,,,2016-05-06,1180000,http://www.redfin.com/CA/San-Francisco/365-Banks-St-94110/home/1986110,,,,N,Y,37.738509,-122.4124978,,1054
Past Sale,Single Family Residential,1430 Hudson Ave,San Francisco,CA,94124,749000,2,1,Bayview,1216,4500,1951,1,,,Sold,,,,,749000,2016-06-23,900000,http://www.redfin.com/CA/San-Francisco/1430-Hudson-Ave-94124/home/748028,San Francisco Association of Realtors (SFARMLS),445611,"Alain Pinel, REALTORS®",N,Y,37.738483,-122.384981,false,740
Past Sale,Condo/Coop,3184 Mission St #203,San Francisco,CA,94110,849000,2,2,San Francisco County,953,12197,2006,1,Garage,,Sold,,,,,,2016-06-20,910000,http://www.redfin.com/CA/San-Francisco/3184-Mission-St-94110/unit-203/home/17304347,Bay Area Real Estate Information Services (BAREIS),21609699,Coldwell Banker Greenbrae,N,Y,37.7461341,-122.419761,false,955
Past Sale,Condo/Coop,3184 Mission St #405,San Francisco,CA,94110,995000,2,2,Bernal Heights,1350,,2006,1,,,Sold,,,,2016-05-09,1249000,2016-06-15,1200000,http://www.redfin.com/CA/San-Francisco/3184-Mission-St-94110/unit-405/home/17304658,San Francisco Association of Realtors (SFARMLS),445223,Zephyr Real Estate,N,Y,37.7461341,-122.419761,false,889
Past Sale,Single Family Residential,2559 44th Ave,San Francisco,CA,94116,,2,1,94116,1214,,1945,,,,,,,,,,2015-12-18,625000,http://www.redfin.com/CA/San-Francisco/2559-44th-Ave-94116/home/1164558,,,,N,Y,37.738891,-122.502597,,515
Past Sale,Single Family Residential,5696 Diamond Heights Blvd,San Francisco,CA,94131,1995000,4,3.5,Diamond Heights,2503,2585,1980,2,Garage,,Sold,,,,,1995000,2016-02-09,2050000,http://www.redfin.com/CA/San-Francisco/5696-Diamond-Heights-Blvd-94131/home/842831,San Francisco Association of Realtors (SFARMLS),440886,Vanguard Properties,N,Y,37.7388489,-122.4392594,false,819
Past Sale,Single Family Residential,2550 47th Ave,San Francisco,CA,94116,849000,2,1,Outer Parkside,1001,3000,1951,1,Garage,,Sold,,,,,849000,2016-02-23,1075000,http://www.redfin.com/CA/San-Francisco/2550-47th-Ave-94116/home/1532170,San Francisco Association of Realtors (SFARMLS),441023,Coldwell Banker Res. R.E. Svcs,N,Y,37.738907,-122.505164,false,1074
Past Sale,Single Family Residential,6 Berkeley Way,San Francisco,CA,94131,1298000,4,3.5,Diamond Heights,1999,3126,1968,1,Garage,,Sold,,,,,1298000,2016-03-10,1650000,http://www.redfin.com/CA/San-Francisco/6-Berkeley-Way-94131/home/842059,San Francisco Association of Realtors (SFARMLS),441768,Zephyr Real Estate,N,Y,37.7389971,-122.4368971,false,825
Past Sale,Single Family Residential,93 San Pablo Ave,San Francisco,CA,94127,,5,3,94127,3483,,1927,,,,,,,,,,2016-03-25,3180000,http://www.redfin.com/CA/San-Francisco/93-San-Pablo-Ave-94127/home/1928046,,,,N,Y,37.73897,-122.462141,,913
Past Sale,Single Family Residential,2469 Diamond St,San Francisco,CA,94131,1395000,2,1,Glen Park,1270,1986,1960,2,Garage,,Sold,,,,,1395000,2016-06-07,1395000,http://www.redfin.com/CA/San-Francisco/2469-Diamond-St-94131/home/2028335,San Francisco Association of Realtors (SFARMLS),444690,Paragon Real Estate Group,N,Y,37.7389409,-122.435216,false,1098
Past Sale,Multi-Family (2-4 Unit),206 Fairmount St,San Francisco,CA,94131,,,2,94131,2450,,1926,,,,,,,,,,2016-04-21,950000,http://www.redfin.com/CA/San-Francisco/206-Fairmount-St-94131/home/806429,,,,N,Y,37.73887,-122.427675,,388
Past Sale,Single Family Residential,4 Lansdale Ave,San Francisco,CA,94127,1395000,3,2,Sherwood Forest,,,1937,2,Garage,,Sold,,,,,1395000,2016-06-15,1450000,http://www.redfin.com/CA/San-Francisco/4-Lansdale-Ave-94127/home/1590410,San Francisco Association of Realtors (SFARMLS),445684,Paragon Real Estate Group,N,Y,37.7388726,-122.4595631,false,
Past Sale,Single Family Residential,2614 19th Ave,San Francisco,CA,94116,795000,3,1.25,Inner Parkside,1725,2474,1932,2,Garage,,Sold,,,,,795000,2016-06-24,1100000,http://www.redfin.com/CA/San-Francisco/2614-19th-Ave-94116/home/1238856,San Francisco Association of Realtors (SFARMLS),445502,Barbagelata Real Estate,N,Y,37.738991,-122.47505,false,638
Past Sale,Multi-Family (2-4 Unit),15 15A Prospect Ave,San Francisco,CA,94110,1199000,,,Bernal Heights,1925,3500,1906,2,Garage,,Sold,,,,,1199000,2015-11-06,950000,http://www.redfin.com/CA/San-Francisco/15-Prospect-Ave-94110/home/1631166,San Francisco Association of Realtors (SFARMLS),436271,"Malta & Co., Inc.",N,Y,37.745144,-122.417366,false,494
Past Sale,Single Family Residential,2250 34th Ave,San Francisco,CA,94116,1388000,4,3,Parkside,2187,3000,1938,2,Garage,,Sold,,,,,1388000,2016-02-22,1625000,http://www.redfin.com/CA/San-Francisco/2250-34th-Ave-94116/home/1120036,San Francisco Association of Realtors (SFARMLS),441184,Rexsi Inc.,N,Y,37.745122,-122.491637,false,743
Past Sale,Single Family Residential,2234 38th Ave,San Francisco,CA,94116,849000,3,1,Outer Parkside,1214,2996,1948,2,Garage,,Sold,,,,,849000,2016-02-29,1150000,http://www.redfin.com/CA/San-Francisco/2234-38th-Ave-94116/home/653977,San Francisco Association of Realtors (SFARMLS),440975,Zephyr Real Estate,N,Y,37.745208,-122.495933,false,947
Past Sale,Vacant Land,4000 Dorantes Ave (Unable to map),San Francisco,CA,94116,,,,94116,,,1900,,,,,,,,,,2016-03-09,525000,http://www.redfin.com/CA/San-Francisco/4000-Dorantes-Ave-94116/home/105308650,,,,N,Y,37.7451173,-122.4646158,,
Past Sale,Single Family Residential,644 Laguna Honda Blvd,San Francisco,CA,94127,1795000,3,2.5,San Francisco County,1908,3685,1927,2,Garage,,Sold,,,,,,2015-11-25,1570000,http://www.redfin.com/CA/San-Francisco/644-Laguna-Honda-Blvd-94127/home/1884450,Bay Area Real Estate Information Services (BAREIS),21520772,Coldwell Banker-Benicia,N,Y,37.74514,-122.457307,false,823
Past Sale,Single Family Residential,115 Rutledge St,San Francisco,CA,94110,1650000,3,2,Bernal Heights,2100,2622,1965,2,Garage,,Sold,,,,,1650000,2016-04-22,1700000,http://www.redfin.com/CA/San-Francisco/115-Rutledge-St-94110/home/758088,San Francisco Association of Realtors (SFARMLS),442884,"Alain Pinel, REALTORS®",N,Y,37.7451846,-122.4069104,false,810
Past Sale,Single Family Residential,2208 47th Ave,San Francisco,CA,94116,829000,2,1,Outer Parkside,1112,2374,1936,2,Garage,,Sold,,,,,829000,2016-06-23,900000,http://www.redfin.com/CA/San-Francisco/2208-47th-Ave-94116/home/1589504,San Francisco Association of Realtors (SFARMLS),444941,Barbagelata Real Estate,N,Y,37.745191,-122.505651,false,809
Past Sale,Condo/Coop,135 Red Rock Way Unit 112L,San Francisco,CA,94131,627000,1,1,Diamond Heights,830,,1972,1,,,Sold,,,,,627000,2015-11-12,685000,http://www.redfin.com/CA/San-Francisco/135-Red-Rock-Way-94131/unit-112L/home/1567799,San Francisco Association of Realtors (SFARMLS),439040,Pacific Union International Inc.,N,Y,37.746222,-122.441969,false,825
Past Sale,Condo/Coop,135 Red Rock Way Unit 311L,San Francisco,CA,94131,599000,1,1,Diamond Heights,830,,1972,1,,,Sold,,,,,599000,2015-12-09,605000,http://www.redfin.com/CA/San-Francisco/135-Red-Rock-Way-94131/unit-311L/home/1624073,San Francisco Association of Realtors (SFARMLS),439475,,N,Y,37.746222,-122.441969,false,729
Past Sale,Single Family Residential,40 Mirabel Ave,San Francisco,CA,94110,1475000,2,2,Bernal Heights,,1799,1924,2,Garage,,Sold,,,,,1475000,2016-01-22,1530000,http://www.redfin.com/CA/San-Francisco/40-Mirabel-Ave-94110/home/1084028,San Francisco Association of Realtors (SFARMLS),440736,Zephyr Real Estate,N,Y,37.7462469,-122.416564,false,
Past Sale,Single Family Residential,651 27th St,San Francisco,CA,94131,1695000,3,2,Noe Valley,1624,2247,1948,1,Garage,,Sold,,,,,1695000,2016-02-23,2200000,http://www.redfin.com/CA/San-Francisco/651-27th-St-94131/home/801068,San Francisco Association of Realtors (SFARMLS),441331,Pacific Union International Inc.,N,Y,37.746249,-122.434831,false,1355
Past Sale,Condo/Coop,135 Red Rock Way Unit 202L,San Francisco,CA,94131,599000,1,1,Diamond Heights,830,,1972,1,,,Sold,,,,,599000,2016-03-01,605000,http://www.redfin.com/CA/San-Francisco/135-Red-Rock-Way-94131/unit-202L/home/1311589,San Francisco Association of Realtors (SFARMLS),441546,Century 21 Baldini Realty,N,Y,37.746222,-122.441969,false,729
Past Sale,Single Family Residential,635 27th St,San Francisco,CA,94131,1495000,3,2,Noe Valley,1572,2413,1949,1,Garage,,Sold,,,,,1495000,2016-03-03,1700000,http://www.redfin.com/CA/San-Francisco/635-27th-St-94131/home/801077,San Francisco Association of Realtors (SFARMLS),441671,"Alain Pinel, REALTORS",N,Y,37.7462812,-122.4345479,false,1081
